tweet_link,created_at,text,retweet_count,reply_count,like_count,quote_count,impression_count,mentions,hashtags
https://twitter.com/yilkal_kefale/status/1530631218986991625,2022-05-28T19:24:55.000Z,"RT @AbiyAhmedAli: During the 15th Extraordinary AU Humanitarian Summit, I reiterated #Ethiopia’s commitment to ensuring assistance reaches…",858,0,0,0,0,AbiyAhmedAli,Ethiopia
https://twitter.com/yilkal_kefale/status/1530212512335024129,2022-05-27T15:41:07.000Z,@tesfayeshemrga 🙏🙏🙏,0,0,0,0,0,tesfayeshemrga,
https://twitter.com/yilkal_kefale/status/1530147806895394817,2022-05-27T11:24:00.000Z,ህግ የማስከበር ስራው  የአማራን ህዝብ ደህንነት  በሰላም ወጥቶ በሰላም የመግባት ፍላጎት የማሟላት ጥረት ብቻ ሳይሆን የመንግስት ህግ የማስከበር ግዴታ የመወጣት ታላቅ ኃላፊነት ነው። 🇪🇹🇪🇹🇪🇹,134,197,452,16,0,,
https://twitter.com/yilkal_kefale/status/1529756228842397697,2022-05-26T09:28:01.000Z,አማራ አንድ በኾነ ጊዜ የትኛውም የውጭም የውስጥም ጠላት ሊደፍረው አይችልም። 🇪🇹🇪🇹🇪🇹,61,181,304,12,0,,
https://twitter.com/yilkal_kefale/status/1529044278869213184,2022-05-24T10:18:59.000Z,የጦር ነጋሪት እየጎሰመ ያለውን ጠላት በመከላከያ ሠራዊት ፣  በልዩ ኃይል ፣በሚሊሻና በፋኖ ሕዝባችንን ደጀን አድርገን እንመክተዋለን። 🇪🇹🇪🇹🇪🇹,146,194,517,9,0,,
https://twitter.com/yilkal_kefale/status/1528739705625485313,2022-05-23T14:08:43.000Z,"በፋኖ ስም በሀሰት ተደራጂቶ ሕዝብን የሚረብሽ አካል አንታገስም። 
የሕግ ማስከበር ስራም ተጠናክሮ ይቀጥላል።
ህዝብ የሚያቃቸው ጠንካሮቹ ሀገር ወዳድ ፋኖወችን ግን በአማራ ሕዝብ ስም እናመሰግናለን ።",185,280,647,23,0,,
https://twitter.com/yilkal_kefale/status/1528694966851076096,2022-05-23T11:10:56.000Z,መንግስት የክልሉን ዘላቂ ሰላም የማስጠበቅ ሥራውን አጠናክሮ ይቀጥላል።,67,123,352,11,0,,
https://twitter.com/yilkal_kefale/status/1528073584631250946,2022-05-21T18:01:47.000Z,የሕግ ማስከበር ሥራውን ለማደናቀፍ የሚደረጉ ማንኛውም ድርጊቶች ላይ የሕግ እርምጃ ይወሰዳል። https://t.co/EoRxhEtuA7,177,385,668,41,0,,
https://twitter.com/yilkal_kefale/status/1527927908790149121,2022-05-21T08:22:55.000Z,Everything will be peace ; anyone is below the law. we will do to inssure our people's  security .,64,200,258,16,0,,
https://twitter.com/yilkal_kefale/status/1527407292043431938,2022-05-19T21:54:10.000Z,የአማራን ህዝብ ውስጣዊ አንድነት የሚበጠብጡ  ህገወጥ ኀይሎች አሉ።,82,189,292,23,0,,
https://twitter.com/yilkal_kefale/status/1527228111607275520,2022-05-19T10:02:10.000Z,"የጦር ነጋሪት እየጎሰመ ያለውን ጠላት በመከላከያ ሠራዊት , በልዩ ኀይል , በሚሊሻና  በፋኖ ሕዝባችንን ደጀን አድርገን እንመክተዋለን። https://t.co/yjS6AELIAQ",102,161,427,22,0,,
https://twitter.com/yilkal_kefale/status/1527224072584691712,2022-05-19T09:46:08.000Z,የተጀመረው እርምጃ ፋኖን የማጥፋት ሳይሆን በፋኖ ስም የሚነግዱ ሕገወጦችን የመቆጣጠር ነው።,193,343,764,44,0,,
https://twitter.com/yilkal_kefale/status/1526947617522974720,2022-05-18T15:27:35.000Z,የአማራና  የኢትዮጵያ ሕዝብ ጠላት ወያኔና የወያኔ ፈረሶች ናቸው።,159,254,616,36,0,,
https://twitter.com/yilkal_kefale/status/1526946850158297089,2022-05-18T15:24:33.000Z,https://t.co/GfssIuHxme,1,5,5,0,0,,
